FMQ,PT,FMQ_PT,FMQCAT,,,
Arthritis,Infusion site joint effusion,Arthritis-Infusion site joint effusion,Broad,,,
Arthritis,Infusion site joint erythema,Arthritis-Infusion site joint erythema,Broad,,,
Arthritis,Infusion site joint infection,Arthritis-Infusion site joint infection,Broad,,,
Arthritis,Infusion site joint movement impairment,Arthritis-Infusion site joint movement impairment,Broad,,,
Arthritis,Infusion site joint pain,Arthritis-Infusion site joint pain,Broad,,,
Arthritis,Infusion site joint swelling,Arthritis-Infusion site joint swelling,Broad,,,
Arthritis,Infusion site joint warmth,Arthritis-Infusion site joint warmth,Broad,,,
Arthritis,Injection site joint discomfort,Arthritis-Injection site joint discomfort,Broad,,,
Arthritis,Injection site joint effusion,Arthritis-Injection site joint effusion,Broad,,,
Arthritis,Injection site joint erythema,Arthritis-Injection site joint erythema,Broad,,,
Arthritis,Injection site joint infection,Arthritis-Injection site joint infection,Broad,,,
Arthritis,Injection site joint movement impairment,Arthritis-Injection site joint movement impairment,Broad,,,
Arthritis,Injection site joint pain,Arthritis-Injection site joint pain,Broad,,,
Arthritis,Injection site joint swelling,Arthritis-Injection site joint swelling,Broad,,,
Arthritis,Injection site joint warmth,Arthritis-Injection site joint warmth,Broad,,,
Arthritis,Joint adhesion,Arthritis-Joint adhesion,Broad,,,
Arthritis,Joint ankylosis,Arthritis-Joint ankylosis,Broad,,,
Arthritis,Joint arthroplasty,Arthritis-Joint arthroplasty,Broad,,,
Arthritis,Joint capsule rupture,Arthritis-Joint capsule rupture,Broad,,,
Arthritis,Joint contracture,Arthritis-Joint contracture,Broad,,,
Arthritis,Joint crepitation,Arthritis-Joint crepitation,Broad,,,
Arthritis,Joint debridement,Arthritis-Joint debridement,Broad,,,
Arthritis,Joint deposit,Arthritis-Joint deposit,Broad,,,
Arthritis,Joint destruction,Arthritis-Joint destruction,Broad,,,
Arthritis,Joint dislocation pathological,Arthritis-Joint dislocation pathological,Broad,,,
Arthritis,Joint effusion,Arthritis-Joint effusion,Broad,,,
Arthritis,Joint fluid drainage,Arthritis-Joint fluid drainage,Broad,,,
Arthritis,Joint lock,Arthritis-Joint lock,Broad,,,
Arthritis,Joint microhaemorrhage,Arthritis-Joint microhaemorrhage,Broad,,,
Arthritis,Joint range of motion decreased,Arthritis-Joint range of motion decreased,Broad,,,
Arthritis,Joint stiffness,Arthritis-Joint stiffness,Broad,,,
Arthritis,Joint swelling,Arthritis-Joint swelling,Broad,,,
Arthritis,Joint warmth,Arthritis-Joint warmth,Broad,,,
Arthritis,Knee arthroplasty,Arthritis-Knee arthroplasty,Broad,,,
Arthritis,Knee impingement syndrome,Arthritis-Knee impingement syndrome,Broad,,,
Arthritis,Lateral patellar compression syndrome,Arthritis-Lateral patellar compression syndrome,Broad,,,
Arthritis,Medical device site joint discomfort,Arthritis-Medical device site joint discomfort,Broad,,,
Arthritis,Medical device site joint effusion,Arthritis-Medical device site joint effusion,Broad,,,
Arthritis,Medical device site joint erythema,Arthritis-Medical device site joint erythema,Broad,,,
Arthritis,Medical device site joint movement impairment,Arthritis-Medical device site joint movement impairment,Broad,,,
Arthritis,Medical device site joint pain,Arthritis-Medical device site joint pain,Broad,,,
Arthritis,Medical device site joint swelling,Arthritis-Medical device site joint swelling,Broad,,,
Arthritis,Medical device site joint warmth,Arthritis-Medical device site joint warmth,Broad,,,
Arthritis,Multicentric reticulohistiocytosis,Arthritis-Multicentric reticulohistiocytosis,Broad,,,
Arthritis,Musculoskeletal stiffness,Arthritis-Musculoskeletal stiffness,Broad,,,
Arthritis,Neck pain,Arthritis-Neck pain,Broad,,,
Arthritis,Neuropathic arthropathy,Arthritis-Neuropathic arthropathy,Broad,,,
Arthritis,Osteoarthropathy,Arthritis-Osteoarthropathy,Broad,,,
Arthritis,Periarticular disorder,Arthritis-Periarticular disorder,Broad,,,
Arthritis,Plica syndrome,Arthritis-Plica syndrome,Broad,,,
Arthritis,Pogosta disease,Arthritis-Pogosta disease,Broad,,,
Arthritis,Polyarthralgia,Arthritis-Polyarthralgia,Broad,,,
Arthritis,Psoriatic arthropathy,Arthritis-Psoriatic arthropathy,Broad,,,
Arthritis,Rheumatic disorder,Arthritis-Rheumatic disorder,Broad,,,
Arthritis,Rheumatic fever,Arthritis-Rheumatic fever,Broad,,,
Arthritis,Rheumatoid lung,Arthritis-Rheumatoid lung,Broad,,,
Arthritis,Rheumatoid neutrophilic dermatosis,Arthritis-Rheumatoid neutrophilic dermatosis,Broad,,,
Arthritis,Rheumatoid nodule,Arthritis-Rheumatoid nodule,Broad,,,
Arthritis,Rheumatoid nodule removal,Arthritis-Rheumatoid nodule removal,Broad,,,
Arthritis,Rheumatoid scleritis,Arthritis-Rheumatoid scleritis,Broad,,,
Arthritis,Rheumatoid vasculitis,Arthritis-Rheumatoid vasculitis,Broad,,,
Arthritis,Schnitzler's syndrome,Arthritis-Schnitzler's syndrome,Broad,,,
Arthritis,Senile ankylosing vertebral hyperostosis,Arthritis-Senile ankylosing vertebral hyperostosis,Broad,,,
Arthritis,Shoulder arthroplasty,Arthritis-Shoulder arthroplasty,Broad,,,
Arthritis,Spinal fusion acquired,Arthritis-Spinal fusion acquired,Broad,,,
Arthritis,Spinal pain,Arthritis-Spinal pain,Broad,,,
Arthritis,Spondyloarthropathy,Arthritis-Spondyloarthropathy,Broad,,,
Arthritis,Spondylopathy traumatic,Arthritis-Spondylopathy traumatic,Broad,,,
Arthritis,Spondylosis,Arthritis-Spondylosis,Broad,,,
Arthritis,Swollen joint count increased,Arthritis-Swollen joint count increased,Broad,,,
Arthritis,Synovectomy,Arthritis-Synovectomy,Broad,,,
Arthritis,Synovial fluid analysis abnormal,Arthritis-Synovial fluid analysis abnormal,Broad,,,
Arthritis,Synovial fluid crystal present,Arthritis-Synovial fluid crystal present,Broad,,,
Arthritis,Synovial fluid protein present,Arthritis-Synovial fluid protein present,Broad,,,
Arthritis,Synovial fluid red blood cells positive,Arthritis-Synovial fluid red blood cells positive,Broad,,,
Arthritis,Synovial fluid white blood cells positive,Arthritis-Synovial fluid white blood cells positive,Broad,,,
Arthritis,Synoviorthesis,Arthritis-Synoviorthesis,Broad,,,
Arthritis,Tender joint count increased,Arthritis-Tender joint count increased,Broad,,,
Arthritis,Traumatic arthropathy,Arthritis-Traumatic arthropathy,Broad,,,
Arthritis,Traumatic arthrosis,Arthritis-Traumatic arthrosis,Broad,,,
Arthritis,Ulnocarpal abutment syndrome,Arthritis-Ulnocarpal abutment syndrome,Broad,,,
Arthritis,Vaccination site joint discomfort,Arthritis-Vaccination site joint discomfort,Broad,,,
Arthritis,Vaccination site joint effusion,Arthritis-Vaccination site joint effusion,Broad,,,
Arthritis,Vaccination site joint erythema,Arthritis-Vaccination site joint erythema,Broad,,,
Arthritis,Vaccination site joint movement impairment,Arthritis-Vaccination site joint movement impairment,Broad,,,
Arthritis,Vaccination site joint pain,Arthritis-Vaccination site joint pain,Broad,,,
Arthritis,Vaccination site joint swelling,Arthritis-Vaccination site joint swelling,Broad,,,
Arthritis,Vaccination site joint warmth,Arthritis-Vaccination site joint warmth,Broad,,,
Arthritis,Vertebral osteophyte,Arthritis-Vertebral osteophyte,Broad,,,
Arthritis,Familial chondrocalcinosis,Arthritis-Familial chondrocalcinosis,Narrow,,,
Arthritis,Rheumatoid pleuritis,Arthritis-Rheumatoid pleuritis,Broad,,,
Arthritis,Yao syndrome,Arthritis-Yao syndrome,Narrow,,,
Back Pain,Back pain,Back Pain-Back pain,Narrow,,,
Back Pain,Back pain aggravated,Back Pain-Back pain aggravated,Narrow,,,
Back Pain,Dorsal ramus syndrome,Back Pain-Dorsal ramus syndrome,Narrow,,,
Back Pain,Flank pain,Back Pain-Flank pain,Narrow,,,
Back Pain,Loin pain,Back Pain-Loin pain,Narrow,,,
Back Pain,Lumbosacral root pain,Back Pain-Lumbosacral root pain,Narrow,,,
Back Pain,Sacral pain,Back Pain-Sacral pain,Narrow,,,
Back Pain,Sciatica,Back Pain-Sciatica,Narrow,,,
Back Pain,Sciatica aggravated,Back Pain-Sciatica aggravated,Narrow,,,
Back Pain,Back crushing,Back Pain-Back crushing,Broad,,,
Back Pain,Back disorder,Back Pain-Back disorder,Broad,,,
Back Pain,Back disorder NOS,Back Pain-Back disorder NOS,Broad,,,
Back Pain,Back injury,Back Pain-Back injury,Broad,,,
Back Pain,Back injury NOS,Back Pain-Back injury NOS,Broad,,,
Back Pain,Cervical disc lesion,Back Pain-Cervical disc lesion,Broad,,,
Back Pain,Iliocostal friction syndrome,Back Pain-Iliocostal friction syndrome,Broad,,,
Back Pain,Intervertebral disc compression,Back Pain-Intervertebral disc compression,Broad,,,
Back Pain,Intervertebral disc degeneration,Back Pain-Intervertebral disc degeneration,Broad,,,
Back Pain,Intervertebral disc degeneration NOS,Back Pain-Intervertebral disc degeneration NOS,Broad,,,
Back Pain,Intervertebral disc disorder,Back Pain-Intervertebral disc disorder,Broad,,,
Back Pain,Intervertebral disc disorder NOS,Back Pain-Intervertebral disc disorder NOS,Broad,,,
Back Pain,Intervertebral disc displacement,Back Pain-Intervertebral disc displacement,Broad,,,
Back Pain,Intervertebral disc herniation,Back Pain-Intervertebral disc herniation,Broad,,,
Back Pain,Intervertebral disc injury,Back Pain-Intervertebral disc injury,Broad,,,
Back Pain,Intervertebral disc prolapse,Back Pain-Intervertebral disc prolapse,Broad,,,
Back Pain,Intervertebral disc protrusion,Back Pain-Intervertebral disc protrusion,Broad,,,
Back Pain,Intervertebral disc space narrowing,Back Pain-Intervertebral disc space narrowing,Broad,,,
Back Pain,Lumbar disc lesion,Back Pain-Lumbar disc lesion,Broad,,,
Back Pain,Lumbar radiculopathy,Back Pain-Lumbar radiculopathy,Broad,,,
Back Pain,Lumbosacral radiculopathy,Back Pain-Lumbosacral radiculopathy,Broad,,,
Back Pain,Radiculitis lumbosacral,Back Pain-Radiculitis lumbosacral,Broad,,,
Back Pain,Sacral radiculopathy,Back Pain-Sacral radiculopathy,Broad,,,
Back Pain,Spinal pain,Back Pain-Spinal pain,Broad,,,
Back Pain,Spinal stenosis,Back Pain-Spinal stenosis,Broad,,,
Back Pain,Thoracic radiculopathy,Back Pain-Thoracic radiculopathy,Broad,,,
Back Pain,Thoracic spinal stenosis,Back Pain-Thoracic spinal stenosis,Broad,,,
Back Pain,Vertebral end plate inflammation,Back Pain-Vertebral end plate inflammation,Broad,,,
Back Pain,Lumbar subcutaneous oedema,Back Pain-Lumbar subcutaneous oedema,Broad,,,
Back Pain,Elsberg syndrome,Back Pain-Elsberg syndrome,Narrow,,,
Back Pain,Percutaneous epidural neuroplasty,Back Pain-Percutaneous epidural neuroplasty,Narrow,,,
Bacterial Infection,Abdominal abscess,Bacterial Infection-Abdominal abscess,Narrow,,,
Bacterial Infection,Abdominal hernia gangrenous,Bacterial Infection-Abdominal hernia gangrenous,Narrow,,,
Bacterial Infection,Abdominal hernia infection,Bacterial Infection-Abdominal hernia infection,Narrow,,,
Bacterial Infection,Abdominal infection,Bacterial Infection-Abdominal infection,Narrow,,,
Bacterial Infection,Abdominal sepsis,Bacterial Infection-Abdominal sepsis,Narrow,,,
Bacterial Infection,Abdominal wall abscess,Bacterial Infection-Abdominal wall abscess,Narrow,,,
Bacterial Infection,Abdominal wall infection,Bacterial Infection-Abdominal wall infection,Narrow,,,
Bacterial Infection,Abortion infected,Bacterial Infection-Abortion infected,Narrow,,,
Bacterial Infection,Abscess,Bacterial Infection-Abscess,Narrow,,,
Bacterial Infection,Abscess bacterial,Bacterial Infection-Abscess bacterial,Narrow,,,
Bacterial Infection,Abscess drainage,Bacterial Infection-Abscess drainage,Narrow,,,
Bacterial Infection,Abscess intestinal,Bacterial Infection-Abscess intestinal,Narrow,,,
Bacterial Infection,Abscess jaw,Bacterial Infection-Abscess jaw,Narrow,,,
Bacterial Infection,Abscess limb,Bacterial Infection-Abscess limb,Narrow,,,
Bacterial Infection,Abscess management,Bacterial Infection-Abscess management,Narrow,,,
Bacterial Infection,Abscess neck,Bacterial Infection-Abscess neck,Narrow,,,
Bacterial Infection,Abscess of external auditory meatus,Bacterial Infection-Abscess of external auditory meatus,Narrow,,,
Bacterial Infection,Abscess of eyelid,Bacterial Infection-Abscess of eyelid,Narrow,,,
Bacterial Infection,Abscess of salivary gland,Bacterial Infection-Abscess of salivary gland,Narrow,,,
Bacterial Infection,Abscess oral,Bacterial Infection-Abscess oral,Narrow,,,
Bacterial Infection,Abscess rupture,Bacterial Infection-Abscess rupture,Narrow,,,
Bacterial Infection,Abscess soft tissue,Bacterial Infection-Abscess soft tissue,Narrow,,,
Bacterial Infection,Abscess sweat gland,Bacterial Infection-Abscess sweat gland,Narrow,,,
Bacterial Infection,Achromobacter infection,Bacterial Infection-Achromobacter infection,Narrow,,,
Bacterial Infection,Acid fast bacilli infection,Bacterial Infection-Acid fast bacilli infection,Narrow,,,
Bacterial Infection,Acinetobacter bacteraemia,Bacterial Infection-Acinetobacter bacteraemia,Narrow,,,
Bacterial Infection,Acinetobacter infection,Bacterial Infection-Acinetobacter infection,Narrow,,,
Bacterial Infection,Acinetobacter sepsis,Bacterial Infection-Acinetobacter sepsis,Narrow,,,
Bacterial Infection,Acinetobacter test positive,Bacterial Infection-Acinetobacter test positive,Narrow,,,
Bacterial Infection,Acne pustular,Bacterial Infection-Acne pustular,Narrow,,,
Bacterial Infection,Acrodermatitis chronica atrophicans,Bacterial Infection-Acrodermatitis chronica atrophicans,Narrow,,,
Bacterial Infection,Actinomyces test positive,Bacterial Infection-Actinomyces test positive,Narrow,,,
Bacterial Infection,Actinomycosis,Bacterial Infection-Actinomycosis,Narrow,,,
Bacterial Infection,Actinomycotic abdominal infection,Bacterial Infection-Actinomycotic abdominal infection,Narrow,,,
Bacterial Infection,Actinomycotic pulmonary infection,Bacterial Infection-Actinomycotic pulmonary infection,Narrow,,,
Bacterial Infection,Actinomycotic sepsis,Bacterial Infection-Actinomycotic sepsis,Narrow,,,
Bacterial Infection,Actinomycotic skin infection,Bacterial Infection-Actinomycotic skin infection,Narrow,,,
Bacterial Infection,Acute focal bacterial nephritis,Bacterial Infection-Acute focal bacterial nephritis,Narrow,,,
Bacterial Infection,Adenopathy syphilitic,Bacterial Infection-Adenopathy syphilitic,Narrow,,,
Bacterial Infection,Administration site abscess,Bacterial Infection-Administration site abscess,Narrow,,,
Bacterial Infection,Administration site cellulitis,Bacterial Infection-Administration site cellulitis,Narrow,,,
Bacterial Infection,Administration site infection,Bacterial Infection-Administration site infection,Narrow,,,
Bacterial Infection,Administration site joint infection,Bacterial Infection-Administration site joint infection,Narrow,,,
Bacterial Infection,Administration site pustule,Bacterial Infection-Administration site pustule,Narrow,,,
Bacterial Infection,Adrenal gland abscess,Bacterial Infection-Adrenal gland abscess,Narrow,,,
Bacterial Infection,Adrenal gland tuberculosis,Bacterial Infection-Adrenal gland tuberculosis,Narrow,,,
Bacterial Infection,Aerococcus urinae infection,Bacterial Infection-Aerococcus urinae infection,Narrow,,,
Bacterial Infection,Aeromona infection,Bacterial Infection-Aeromona infection,Narrow,,,
Bacterial Infection,Aeromonas infection,Bacterial Infection-Aeromonas infection,Narrow,,,
Bacterial Infection,Aeromonas test positive,Bacterial Infection-Aeromonas test positive,Narrow,,,
Bacterial Infection,Alcaligenes infection,Bacterial Infection-Alcaligenes infection,Narrow,,,
Bacterial Infection,Alopecia syphilitic,Bacterial Infection-Alopecia syphilitic,Narrow,,,
Bacterial Infection,Alpha haemolytic streptococcal infection,Bacterial Infection-Alpha haemolytic streptococcal infection,Narrow,,,
Bacterial Infection,Amniotic cavity infection,Bacterial Infection-Amniotic cavity infection,Narrow,,,
Bacterial Infection,Amniotic infection syndrome of Blane,Bacterial Infection-Amniotic infection syndrome of Blane,Narrow,,,
Bacterial Infection,Anal abscess,Bacterial Infection-Anal abscess,Narrow,,,
Bacterial Infection,Anal chlamydia infection,Bacterial Infection-Anal chlamydia infection,Narrow,,,
Bacterial Infection,Anal fistula infection,Bacterial Infection-Anal fistula infection,Narrow,,,
Bacterial Infection,Anastomotic infection,Bacterial Infection-Anastomotic infection,Narrow,,,
Bacterial Infection,Angina gangrenous,Bacterial Infection-Angina gangrenous,Narrow,,,
Bacterial Infection,Anicteric leptospirosis,Bacterial Infection-Anicteric leptospirosis,Narrow,,,
Bacterial Infection,Anorectal cellulitis,Bacterial Infection-Anorectal cellulitis,Narrow,,,
Bacterial Infection,Anorectal infection bacterial,Bacterial Infection-Anorectal infection bacterial,Narrow,,,
Bacterial Infection,Anthrax,Bacterial Infection-Anthrax,Narrow,,,
Bacterial Infection,Anthrax sepsis,Bacterial Infection-Anthrax sepsis,Narrow,,,
Bacterial Infection,Antibiotic associated colitis,Bacterial Infection-Antibiotic associated colitis,Narrow,,,
Bacterial Infection,Aortic aneurysm syphilitic,Bacterial Infection-Aortic aneurysm syphilitic,Narrow,,,
Bacterial Infection,Aortitis salmonella,Bacterial Infection-Aortitis salmonella,Narrow,,,
Bacterial Infection,Aortitis syphilitic,Bacterial Infection-Aortitis syphilitic,Narrow,,,
Bacterial Infection,Appendiceal abscess,Bacterial Infection-Appendiceal abscess,Narrow,,,
Bacterial Infection,Appendicitis,Bacterial Infection-Appendicitis,Narrow,,,
Bacterial Infection,Appendicitis perforated,Bacterial Infection-Appendicitis perforated,Narrow,,,
Bacterial Infection,Application site abscess,Bacterial Infection-Application site abscess,Narrow,,,
Bacterial Infection,Application site cellulitis,Bacterial Infection-Application site cellulitis,Narrow,,,
Bacterial Infection,Application site folliculitis,Bacterial Infection-Application site folliculitis,Narrow,,,
Bacterial Infection,Application site infection,Bacterial Infection-Application site infection,Narrow,,,
Bacterial Infection,Application site joint infection,Bacterial Infection-Application site joint infection,Narrow,,,
Bacterial Infection,Application site pustules,Bacterial Infection-Application site pustules,Narrow,,,
Bacterial Infection,Arteriosclerotic gangrene,Bacterial Infection-Arteriosclerotic gangrene,Narrow,,,
Bacterial Infection,Arteriovenous fistula site infection,Bacterial Infection-Arteriovenous fistula site infection,Narrow,,,
Bacterial Infection,Arteriovenous graft site abscess,Bacterial Infection-Arteriovenous graft site abscess,Narrow,,,
Bacterial Infection,Arteriovenous graft site infection,Bacterial Infection-Arteriovenous graft site infection,Narrow,,,
Bacterial Infection,Arthritis bacterial,Bacterial Infection-Arthritis bacterial,Narrow,,,
Bacterial Infection,Arthritis gonococcal,Bacterial Infection-Arthritis gonococcal,Narrow,,,
Bacterial Infection,Arthritis salmonella,Bacterial Infection-Arthritis salmonella,Narrow,,,
Bacterial Infection,ATLAS score for Clostridium difficile infection,Bacterial Infection-ATLAS score for Clostridium difficile infection,Narrow,,,
Bacterial Infection,Atypical mycobacterial infection,Bacterial Infection-Atypical mycobacterial infection,Narrow,,,
Bacterial Infection,Atypical mycobacterial lower respiratory tract infection,Bacterial Infection-Atypical mycobacterial lower respiratory tract infection,Narrow,,,
Bacterial Infection,Atypical mycobacterial lymphadenitis,Bacterial Infection-Atypical mycobacterial lymphadenitis,Narrow,,,
